,title,nationality,box_office_first_week,press_eval,viewers_eval,budget,duration_minutes,season,year,action,animation,arts martiaux,aventure,biopic,bollywood,comédie,comédie dramatique,comédie musicale,divers,drame,epouvante-horreur,erotique,espionnage,expérimental,famille,fantastique,guerre,historique,judiciaire,musical,policier,péplum,romance,science fiction,sport event,thriller,western,stars_producers_director,nombre_acteurs_connus,distributor_important
459,the place beyond the pines,U.S.A.,256049,3.6,4.0,15000000.0,140,printemps,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
459,the place beyond the pines,U.S.A.,256049,3.6,4.0,15000000.0,140,printemps,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
460,the conjuring,U.S.A.,377560,3.3,4.0,13000000.0,110,été,2013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
461,the father,Grande-Bretagne,153927,3.9,4.3,6000000.0,98,printemps,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
462,lion,U.S.A.,454909,3.1,4.4,12000000.0,118,hiver,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
462,lion,U.S.A.,454909,3.1,4.4,12000000.0,118,hiver,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
463,au revoir là-haut,France,550185,3.9,4.3,23000000.0,117,automne,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2,True
464,ad astra,U.S.A.,434069,4.4,3.2,87500000.0,124,automne,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,True
464,ad astra,U.S.A.,434069,4.4,3.2,87500000.0,124,automne,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
465,barbecue,France,647797,2.3,2.9,6000000.0,98,printemps,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
466,papicha,France,74716,3.7,4.2,29000000.0,108,automne,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
467,sing,U.S.A.,805197,3.6,4.0,75000000.0,108,hiver,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
467,sing,U.S.A.,805197,3.6,4.0,75000000.0,108,hiver,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
467,sing,U.S.A.,805197,3.6,4.0,75000000.0,108,hiver,2017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
468,assassin's creed,U.S.A.,881017,2.7,2.7,125000000.0,116,hiver,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
468,assassin's creed,U.S.A.,881017,2.7,2.7,125000000.0,116,hiver,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,2,True
469,papillon,U.S.A.,45413,2.5,3.7,12000000.0,117,été,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
469,papillon,U.S.A.,45413,2.5,3.7,12000000.0,117,été,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
470,nous trois ou rien,France,3993,3.6,4.2,29000000.0,102,automne,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
471,truth or dare,U.S.A.,228225,2.0,2.2,3500000.0,100,printemps,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
471,truth or dare,U.S.A.,228225,2.0,2.2,3500000.0,100,printemps,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
472,menteur,France,242165,2.5,2.0,29000000.0,93,été,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
473,the last airbender,U.S.A.,25053,1.9,2.1,150000000.0,103,été,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,True
473,the last airbender,U.S.A.,25053,1.9,2.1,150000000.0,103,été,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,True
473,the last airbender,U.S.A.,25053,1.9,2.1,150000000.0,103,été,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,True
473,the last airbender,U.S.A.,25053,1.9,2.1,150000000.0,103,été,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,True
474,the lobster,Irlande,91237,3.4,3.3,4000000.0,119,automne,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,True
474,the lobster,Irlande,91237,3.4,3.3,4000000.0,119,automne,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
474,the lobster,Irlande,91237,3.4,3.3,4000000.0,119,automne,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
475,kingsman: the secret service,Grande-Bretagne,566643,3.9,4.2,81000000.0,129,hiver,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
475,kingsman: the secret service,Grande-Bretagne,566643,3.9,4.2,81000000.0,129,hiver,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
476,doctor sleep,U.S.A.,147991,3.1,3.6,45000000.0,152,automne,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
476,doctor sleep,U.S.A.,147991,3.1,3.6,45000000.0,152,automne,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
476,doctor sleep,U.S.A.,147991,3.1,3.6,45000000.0,152,automne,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
477,the northman,U.S.A.,137676,3.4,3.1,70000000.0,137,printemps,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
477,the northman,U.S.A.,137676,3.4,3.1,70000000.0,137,printemps,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,2,True
478,qu'est-ce qu'on a fait au bon dieu?,France,1680249,3.8,3.4,22000000.0,97,printemps,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
479,isle of dogs,Allemagne,139267,4.1,4.2,62770198.0,102,printemps,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,True
479,isle of dogs,Allemagne,139267,4.1,4.2,62770198.0,102,printemps,2018,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,3,True
480,django unchained,U.S.A.,1128810,4.6,4.5,100000000.0,164,hiver,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,2,True
481,hors normes,France,618775,3.9,4.3,29000000.0,115,automne,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
482,little miss sunshine,U.S.A.,101183,4.3,4.1,8000000.0,100,automne,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
482,little miss sunshine,U.S.A.,101183,4.3,4.1,8000000.0,100,automne,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
483,chronique d'une liaison passagère,France,119790,4.0,3.7,29000000.0,101,automne,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
483,chronique d'une liaison passagère,France,119790,4.0,3.7,29000000.0,101,automne,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
483,chronique d'une liaison passagère,France,119790,4.0,3.7,29000000.0,101,automne,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
483,chronique d'une liaison passagère,France,119790,4.0,3.7,29000000.0,101,automne,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
484,xxx,U.S.A.,535418,3.4,2.3,70000000.0,124,automne,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
484,xxx,U.S.A.,535418,3.4,2.3,70000000.0,124,automne,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
484,xxx,U.S.A.,535418,3.4,2.3,70000000.0,124,automne,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
485,the lighthouse,U.S.A.,20041,3.6,3.5,11000000.0,109,hiver,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
485,the lighthouse,U.S.A.,20041,3.6,3.5,11000000.0,109,hiver,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
486,de uskyldige,Norvège,11449,3.8,3.4,3400000.0,117,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,False
486,de uskyldige,Norvège,11449,3.8,3.4,3400000.0,117,hiver,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
486,de uskyldige,Norvège,11449,3.8,3.4,3400000.0,117,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
487,qu'est-ce qu'on a tous fait au bon dieu ?,France,874683,2.5,2.7,22000000.0,98,printemps,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
487,qu'est-ce qu'on a tous fait au bon dieu ?,France,874683,2.5,2.7,22000000.0,98,printemps,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
489,tempête,France,227057,3.0,3.9,12000000.0,111,hiver,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
489,tempête,France,227057,3.0,3.9,12000000.0,111,hiver,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
489,tempête,France,227057,3.0,3.9,12000000.0,111,hiver,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
489,tempête,France,227057,3.0,3.9,12000000.0,111,hiver,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
490,10 jours encore sans maman,France,256753,2.3,2.2,29000000.0,96,printemps,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
491,super-héros malgré lui,France,576138,2.6,3.0,29000000.0,82,hiver,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,True
491,super-héros malgré lui,France,576138,2.6,3.0,29000000.0,82,hiver,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,True
492,insomnia,U.S.A.,401107,4.0,3.6,46000000.0,116,automne,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2,True
492,insomnia,U.S.A.,401107,4.0,3.6,46000000.0,116,automne,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,2,True
493,adorables,France,69567,2.5,2.0,29000000.0,91,été,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
495,le bonheur des uns...,France,95111,2.9,2.6,29000000.0,100,automne,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
496,un prophète,France,333422,4.6,4.2,13000000.0,155,été,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,1,True
496,un prophète,France,333422,4.6,4.2,13000000.0,155,été,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,True
497,invisible man,U.S.A.,349741,3.8,3.6,29000000.0,125,hiver,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
497,invisible man,U.S.A.,349741,3.8,3.6,29000000.0,125,hiver,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
497,invisible man,U.S.A.,349741,3.8,3.6,29000000.0,125,hiver,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
498,me before you,Grande-Bretagne,39325,2.9,4.1,20000000.0,110,été,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
498,me before you,Grande-Bretagne,39325,2.9,4.1,20000000.0,110,été,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2,True
499,les enfants des autres,France,142402,4.1,3.7,29000000.0,103,automne,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
500,mamma mia!,U.S.A.,550887,2.8,3.2,52000000.0,110,automne,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
500,mamma mia!,U.S.A.,550887,2.8,3.2,52000000.0,110,automne,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
500,mamma mia!,U.S.A.,550887,2.8,3.2,52000000.0,110,automne,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
502,arrival,U.S.A.,300058,4.1,4.1,47000000.0,116,hiver,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,2,True
503,le jeune imam,France,86176,2.9,3.0,29000000.0,98,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
504,war of the worlds,U.S.A.,1700096,4.2,3.3,132000000.0,112,été,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1,True
504,war of the worlds,U.S.A.,1700096,4.2,3.3,132000000.0,112,été,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,True
504,war of the worlds,U.S.A.,1700096,4.2,3.3,132000000.0,112,été,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,True
505,aladdin,U.S.A.,563243,3.2,3.7,28000000.0,129,printemps,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,True
505,aladdin,U.S.A.,563243,3.2,3.7,28000000.0,129,printemps,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,1,True
505,aladdin,U.S.A.,563243,3.2,3.7,28000000.0,129,printemps,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,True
506,titane,France,88523,3.5,2.6,6600000.0,108,été,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
506,titane,France,88523,3.5,2.6,6600000.0,108,été,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
506,titane,France,88523,3.5,2.6,6600000.0,108,été,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
507,10 jours sans maman,France,541102,2.2,2.1,29000000.0,98,hiver,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
508,charlie and the chocolate factory,U.S.A.,766547,4.0,3.9,150000000.0,115,été,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
508,charlie and the chocolate factory,U.S.A.,766547,4.0,3.9,150000000.0,115,été,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
508,charlie and the chocolate factory,U.S.A.,766547,4.0,3.9,150000000.0,115,été,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
508,charlie and the chocolate factory,U.S.A.,766547,4.0,3.9,150000000.0,115,été,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
509,neuilly sa mère !,France,432722,2.7,2.6,29000000.0,90,été,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
510,la traversée,France,189578,3.0,3.3,29000000.0,105,été,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
511,cast away,U.S.A.,442316,3.7,4.1,90000000.0,143,hiver,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
511,cast away,U.S.A.,442316,3.7,4.1,90000000.0,143,hiver,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
512,au nom de la terre,France,471679,3.6,3.9,29000000.0,104,automne,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
513,rubber,France,19555,3.2,3.2,500000.0,85,automne,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,True
513,rubber,France,19555,3.2,3.2,500000.0,85,automne,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,True
514,moana,U.S.A.,22640,3.6,4.2,29000000.0,107,automne,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
514,moana,U.S.A.,22640,3.6,4.2,29000000.0,107,automne,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
515,disco boy,France,15437,3.5,3.5,3500000.0,91,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
516,taken 3,France,1192842,2.3,2.7,48000000.0,109,hiver,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,True
517,les héritiers,France,127352,3.7,4.1,29000000.0,105,hiver,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
519,goliath,France,267284,3.6,4.0,29000000.0,122,printemps,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
521,the maze runner,U.S.A.,19851,3.4,3.6,34000000.0,114,automne,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
521,the maze runner,U.S.A.,19851,3.4,3.6,34000000.0,114,automne,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,True
522,the departed,U.S.A.,616912,4.0,4.2,90000000.0,150,automne,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,2,True
522,the departed,U.S.A.,616912,4.0,4.2,90000000.0,150,automne,2006,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2,True
523,source code,U.S.A.,300899,3.3,3.8,32000000.0,93,printemps,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,True
523,source code,U.S.A.,300899,3.3,3.8,32000000.0,93,printemps,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
523,source code,U.S.A.,300899,3.3,3.8,32000000.0,93,printemps,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
524,presque,France,151276,3.5,4.1,29000000.0,92,hiver,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
524,presque,France,151276,3.5,4.1,29000000.0,92,hiver,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
525,vesper,Lituanie,76366,3.5,2.9,29000000.0,114,été,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,True
525,vesper,Lituanie,76366,3.5,2.9,29000000.0,114,été,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
525,vesper,Lituanie,76366,3.5,2.9,29000000.0,114,été,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
526,umami,France,32871,1.9,2.8,29000000.0,91,printemps,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,False
526,umami,France,32871,1.9,2.8,29000000.0,91,printemps,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,False
527,freaks out,Italie,23855,3.6,3.9,12000000.0,141,printemps,2022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
527,freaks out,Italie,23855,3.6,3.9,12000000.0,141,printemps,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
527,freaks out,Italie,23855,3.6,3.9,12000000.0,141,printemps,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
528,suicide squad,U.S.A.,1108407,2.1,2.5,175000000.0,123,été,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
528,suicide squad,U.S.A.,1108407,2.1,2.5,175000000.0,123,été,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,3,True
529,amsterdam,U.S.A.,24277,2.9,2.8,80000000.0,134,automne,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
529,amsterdam,U.S.A.,24277,2.9,2.8,80000000.0,134,automne,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
529,amsterdam,U.S.A.,24277,2.9,2.8,80000000.0,134,automne,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2,True
530,l'école est à nous,France,117941,2.9,3.5,29000000.0,108,automne,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
531,knock knock,U.S.A.,70589,2.4,2.0,2500000.0,100,automne,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,False
532,free guy,U.S.A.,174093,3.4,3.8,110000000.0,115,été,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
532,free guy,U.S.A.,174093,3.4,3.8,110000000.0,115,été,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
