,title,nationality,box_office_first_week,press_eval,viewers_eval,budget,duration_minutes,season,year,action,animation,arts martiaux,aventure,biopic,bollywood,comédie,comédie dramatique,comédie musicale,divers,drame,epouvante-horreur,erotique,espionnage,expérimental,famille,fantastique,guerre,historique,judiciaire,musical,policier,péplum,romance,science fiction,sport event,thriller,western,stars_producers_director,nombre_acteurs_connus,distributor_important
5288,je vais mieux,France,68998,2.7,2.5,29000000.0,86,printemps,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5289,young adult,U.S.A.,84715,3.0,2.4,12000000.0,93,printemps,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5289,young adult,U.S.A.,84715,3.0,2.4,12000000.0,93,printemps,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5291,magdala,France,874,3.3,3.1,29000000.0,78,été,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
5292,paula - mein leben soll ein fest sein,Allemagne,20306,2.8,3.0,29000000.0,123,printemps,2017,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
5292,paula - mein leben soll ein fest sein,Allemagne,20306,2.8,3.0,29000000.0,123,printemps,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
5293,paul sanchez est revenu !,France,25208,3.3,2.4,29000000.0,111,été,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
5294,louise,France,927,3.0,3.5,29000000.0,86,printemps,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
5295,tom medina,France,12011,3.1,2.9,29000000.0,100,été,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5296,the angry birds movie 2,U.S.A.,256867,2.8,3.2,65000000.0,97,automne,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5296,the angry birds movie 2,U.S.A.,256867,2.8,3.2,65000000.0,97,automne,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5297,metsurin tarina,Finlande,553,3.0,3.3,1880000.0,99,hiver,2023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5297,metsurin tarina,Finlande,553,3.0,3.3,1880000.0,99,hiver,2023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5297,metsurin tarina,Finlande,553,3.0,3.3,1880000.0,99,hiver,2023,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5298,armored,U.S.A.,67488,3.0,2.1,20000000.0,88,hiver,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5298,armored,U.S.A.,67488,3.0,2.1,20000000.0,88,hiver,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
5299,dungeons & dragons: wrath of the dragon god,U.S.A.,61213,1.2,1.0,151000000.0,105,hiver,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
5299,dungeons & dragons: wrath of the dragon god,U.S.A.,61213,1.2,1.0,151000000.0,105,hiver,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
5300,l'île aux trésors,France,271757,1.4,1.0,29000000.0,100,hiver,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5300,l'île aux trésors,France,271757,1.4,1.0,29000000.0,100,hiver,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5301,goodbye bafana,Grande-Bretagne,157484,2.6,3.7,30000000.0,118,printemps,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5301,goodbye bafana,Grande-Bretagne,157484,2.6,3.7,30000000.0,118,printemps,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,True
5302,the tuxedo,U.S.A.,311817,2.9,1.8,60000000.0,100,hiver,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5302,the tuxedo,U.S.A.,311817,2.9,1.8,60000000.0,100,hiver,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5302,the tuxedo,U.S.A.,311817,2.9,1.8,60000000.0,100,hiver,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,True
5303,mies vailla menneisyyttä,Allemagne,170525,4.8,3.6,29000000.0,97,automne,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5303,mies vailla menneisyyttä,Allemagne,170525,4.8,3.6,29000000.0,97,automne,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5304,highlander: endgame,U.S.A.,152422,2.1,1.2,25000000.0,101,printemps,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5305,duplicity,U.S.A.,309753,2.7,2.3,60000000.0,145,printemps,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5305,duplicity,U.S.A.,309753,2.7,2.3,60000000.0,145,printemps,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
5305,duplicity,U.S.A.,309753,2.7,2.3,60000000.0,145,printemps,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
5305,duplicity,U.S.A.,309753,2.7,2.3,60000000.0,145,printemps,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5307,una mujer fantástica,Chili,31393,3.6,3.7,29000000.0,104,été,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5309,les regrets,France,89668,3.2,2.3,29000000.0,105,automne,2009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5310,the bounty hunter,U.S.A.,149251,2.1,2.0,40000000.0,101,printemps,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5310,the bounty hunter,U.S.A.,149251,2.1,2.0,40000000.0,101,printemps,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5310,the bounty hunter,U.S.A.,149251,2.1,2.0,40000000.0,101,printemps,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
5311,"uchiage hanabi, shita kara miru ka? yoko kara miru ka?",Japon,8266,2.9,2.5,29000000.0,90,hiver,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5311,"uchiage hanabi, shita kara miru ka? yoko kara miru ka?",Japon,8266,2.9,2.5,29000000.0,90,hiver,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5312,angel eyes,U.S.A.,57191,2.4,2.3,53000000.0,102,automne,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
5312,angel eyes,U.S.A.,57191,2.4,2.3,53000000.0,102,automne,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,True
5314,les bonnes intentions,France,61702,2.6,3.0,29000000.0,104,automne,2018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5314,les bonnes intentions,France,61702,2.6,3.0,29000000.0,104,automne,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5315,dealer,Belgique,1137,2.8,3.1,29000000.0,104,automne,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5316,carnivores,France,28539,3.0,2.3,29000000.0,86,printemps,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
5317,exfiltrés,France,28438,3.3,3.4,29000000.0,103,printemps,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5317,exfiltrés,France,28438,3.3,3.4,29000000.0,103,printemps,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
5318,100 kilos d’étoiles,France,4118,3.2,2.9,29000000.0,88,été,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5318,100 kilos d’étoiles,France,4118,3.2,2.9,29000000.0,88,été,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5319,la noche de 12 años,Uruguay,26157,3.6,4.0,29000000.0,122,printemps,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5319,la noche de 12 años,Uruguay,26157,3.6,4.0,29000000.0,122,printemps,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5319,la noche de 12 años,Uruguay,26157,3.6,4.0,29000000.0,122,printemps,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5321,wild rose,Grande-Bretagne,47862,3.7,3.6,29000000.0,100,été,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,True
5321,wild rose,Grande-Bretagne,47862,3.7,3.6,29000000.0,100,été,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5321,wild rose,Grande-Bretagne,47862,3.7,3.6,29000000.0,100,été,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5322,fin de siglo,Argentine,3180,2.9,3.2,29000000.0,84,automne,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5322,fin de siglo,Argentine,3180,2.9,3.2,29000000.0,84,automne,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,True
5323,l'ultimo bacio,Italie,110315,3.5,3.2,29000000.0,115,automne,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,False
5323,l'ultimo bacio,Italie,110315,3.5,3.2,29000000.0,115,automne,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
5323,l'ultimo bacio,Italie,110315,3.5,3.2,29000000.0,115,automne,2002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,False
5325,happy-go-lucky,Grande-Bretagne,110442,3.9,2.7,29000000.0,118,été,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5326,hollywoodland,U.S.A.,74139,3.3,2.5,29000000.0,126,hiver,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
5326,hollywoodland,U.S.A.,74139,3.3,2.5,29000000.0,126,hiver,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5326,hollywoodland,U.S.A.,74139,3.3,2.5,29000000.0,126,hiver,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5329,les bêtises,France,36139,3.0,2.8,29000000.0,79,été,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5330,the east,U.S.A.,6259,3.0,3.4,6500000.0,117,été,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,2,True
5332,creepy,Japon,17090,3.8,3.3,29000000.0,130,été,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
5333,love punch,France,114482,3.0,2.2,25000000.0,95,été,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5333,love punch,France,114482,3.0,2.2,25000000.0,95,été,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1,True
5333,love punch,France,114482,3.0,2.2,25000000.0,95,été,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5334,the rebound,U.S.A.,54949,1.5,2.7,29000000.0,94,automne,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5334,the rebound,U.S.A.,54949,1.5,2.7,29000000.0,94,automne,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,True
5336,the party,Grande-Bretagne,21193,3.0,3.1,1500000.0,71,automne,2017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5336,the party,Grande-Bretagne,21193,3.0,3.1,1500000.0,71,automne,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5337,laissez bronzer les cadavres,France,3530,3.2,2.3,29000000.0,90,automne,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
5337,laissez bronzer les cadavres,France,3530,3.2,2.3,29000000.0,90,automne,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5338,frank,Grande-Bretagne,4525,2.7,3.3,1000000.0,91,hiver,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5338,frank,Grande-Bretagne,4525,2.7,3.3,1000000.0,91,hiver,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5338,frank,Grande-Bretagne,4525,2.7,3.3,1000000.0,91,hiver,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,True
5339,ill manors,Grande-Bretagne,2279,3.3,3.7,170000.0,126,printemps,2013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5339,ill manors,Grande-Bretagne,2279,3.3,3.7,170000.0,126,printemps,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,True
5341,laggies,U.S.A.,70134,3.2,2.6,5000000.0,101,printemps,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
5341,laggies,U.S.A.,70134,3.2,2.6,5000000.0,101,printemps,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,2,True
5342,stuck on you,U.S.A.,87082,4.1,2.6,55000000.0,118,hiver,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
5343,tangerine,U.S.A.,383,3.6,3.5,100000.0,88,hiver,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5343,tangerine,U.S.A.,383,3.6,3.5,100000.0,88,hiver,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5344,resident evil: afterlife,U.S.A.,404807,1.3,2.1,60000000.0,100,automne,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5344,resident evil: afterlife,U.S.A.,404807,1.3,2.1,60000000.0,100,automne,2010,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5345,dylda,Russie,30666,3.6,3.5,29000000.0,137,été,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5345,dylda,Russie,30666,3.6,3.5,29000000.0,137,été,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5346,sagan,France,197375,3.0,3.3,29000000.0,117,été,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5346,sagan,France,197375,3.0,3.3,29000000.0,117,été,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5348,san antonio,France,146098,2.3,1.0,29000000.0,95,été,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
5348,san antonio,France,146098,2.3,1.0,29000000.0,95,été,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,2,True
5349,les chevaliers blancs,France,96619,3.1,3.1,29000000.0,112,hiver,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5350,keane,U.S.A.,26330,4.7,3.4,850000.0,93,automne,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5350,keane,U.S.A.,26330,4.7,3.4,850000.0,93,automne,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
5351,tooth fairy,U.S.A.,1605,2.0,2.1,48000000.0,101,été,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5351,tooth fairy,U.S.A.,1605,2.0,2.1,48000000.0,101,été,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5351,tooth fairy,U.S.A.,1605,2.0,2.1,48000000.0,101,été,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5352,moneyboys,France,8223,3.7,3.7,29000000.0,118,printemps,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5353,nous york,France,373432,2.3,1.6,5.0,98,automne,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5354,monster trucks,U.S.A.,59952,1.7,2.6,125000000.0,105,hiver,2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5354,monster trucks,U.S.A.,59952,1.7,2.6,125000000.0,105,hiver,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5354,monster trucks,U.S.A.,59952,1.7,2.6,125000000.0,105,hiver,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5355,the double,Grande-Bretagne,13311,2.8,2.8,17000000.0,89,été,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5355,the double,Grande-Bretagne,13311,2.8,2.8,17000000.0,89,été,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,True
5355,the double,Grande-Bretagne,13311,2.8,2.8,17000000.0,89,été,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5359,mine vaganti,Italie,50116,2.4,3.6,7000000.0,110,été,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5359,mine vaganti,Italie,50116,2.4,3.6,7000000.0,110,été,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5360,bonne pomme,France,116406,1.9,2.2,29000000.0,101,été,2017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
5361,life,U.S.A.,31580,3.2,3.2,58000000.0,112,automne,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
5361,life,U.S.A.,31580,3.2,3.2,58000000.0,112,automne,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
5362,"l'un reste, l'autre part",France,344396,3.4,2.1,29000000.0,109,hiver,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,True
5363,un été comme ça,Canada,472,2.9,2.4,29000000.0,137,été,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5364,stay alive,U.S.A.,20668,1.8,2.1,9000000.0,88,été,2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5365,le combat ordinaire,France,29270,2.9,3.2,29000000.0,100,été,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5366,de l’or pour les chiens,France,2612,3.5,2.5,29000000.0,99,été,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,True
5366,de l’or pour les chiens,France,2612,3.5,2.5,29000000.0,99,été,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5368,arrêtez-moi,France,63803,2.1,2.3,6116503.0,99,hiver,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1,True
5369,truth,U.S.A.,59310,2.8,3.4,9600000.0,126,printemps,2016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5369,truth,U.S.A.,59310,2.8,3.4,9600000.0,126,printemps,2016,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5370,and then we danced,Suède,12408,3.5,4.0,29000000.0,113,automne,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,True
5370,and then we danced,Suède,12408,3.5,4.0,29000000.0,113,automne,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5371,j'ai perdu albert,France,33558,2.5,1.7,29000000.0,100,automne,2018,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,True
5372,schwesterlein,Suisse,5741,3.4,3.2,29000000.0,99,automne,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5374,la ville est tranquille,France,51072,3.7,3.6,29000000.0,133,hiver,2001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5375,ibrahim,France,19626,3.9,2.9,29000000.0,80,été,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5376,zambezia 3d,Afrique du Sud,106754,2.9,3.0,20000000.0,83,été,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5376,zambezia 3d,Afrique du Sud,106754,2.9,3.0,20000000.0,83,été,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
5376,zambezia 3d,Afrique du Sud,106754,2.9,3.0,20000000.0,83,été,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,True
